CRICKET HEARTH TALE
ill-timed thought bad
thought bad dark
bad dark mood
dark mood mind
mood mind angry
mind angry thought
angry thought goading
thought goading avenging
goading avenging act
avenging act cheerful
act cheerful house
cheerful house haunted
house haunted place
haunted place lonely
place lonely travellers
lonely travellers night
travellers night timid
night timid shadows
timid shadows struggling
shadows struggling ruined
struggling ruined windows
ruined windows moon
windows moon dim
moon dim hear
dim hear wild
hear wild noises
wild noises stormy
noises stormy weather
stormy weather younger
weather younger man
younger man lover
man lover heart
lover heart lover
heart lover early
lover early choice
early choice happy
choice happy side
happy side agony
side agony above-stairs
agony above-stairs Baby
above-stairs Baby getting
Baby getting bed
getting bed sat
bed sat brooding
sat brooding hearth
brooding hearth came
hearth came close
came close knowledge
close knowledge ---
knowledge --- turning
--- turning rack
turning rack great
rack great misery
great misery lost
misery lost other
lost other ---
other --- put
--- put little
put little stool
little stool feet
stool feet knew
feet knew felt
knew felt hand
felt hand saw
hand saw looking
saw looking face
looking face wonder
face wonder No.
wonder No. impression
No. impression wonder
impression wonder eager
wonder eager inquiring
eager inquiring look
inquiring look wonder
look wonder alarmed
wonder alarmed serious
alarmed serious changed
serious changed strange
changed strange wild
strange wild dreadful
wild dreadful smile
dreadful smile recognition
smile recognition thoughts
recognition thoughts clasped
thoughts clasped hands
clasped hands brow
hands brow bent
brow bent head
bent head falling
head falling hair
falling hair power
hair power Omnipotence
power Omnipotence moment
Omnipotence moment diviner
moment diviner property
diviner property Mercy
property Mercy breast
Mercy breast feather
breast feather weight
feather weight crouching
weight crouching little
crouching little seat
little seat love
seat love pride
love pride innocent
pride innocent gay
innocent gay rose
gay rose left
rose left sobbing
left sobbing went
sobbing went felt
went felt relief
felt relief vacant
relief vacant place
vacant place long-cherished
place long-cherished presence
long-cherished presence anguish
presence anguish keener
anguish keener reminding
keener reminding desolate
reminding desolate great
desolate great bond
great bond life
bond life struggling
life struggling fire
struggling fire illuminated
fire illuminated whole
illuminated whole chimney
whole chimney glow
chimney glow light
glow light Cricket
light Cricket Hearth
Cricket Hearth began
Hearth began felt
began felt knew
felt knew lying
knew lying dead
lying dead little
dead little child
little child breast
child breast higher
breast higher stronger
higher stronger rose
stronger rose wrath
rose wrath enemy
wrath enemy looked
enemy looked weapon
looked weapon gun
weapon gun hanging
gun hanging wall
hanging wall took
wall took moved
took moved pace
moved pace door
pace door perfidious
door perfidious Stranger
perfidious Stranger room
Stranger room knew
room knew gun
knew gun shadowy
gun shadowy idea
shadowy idea man
idea man wild
man wild beast
wild beast seized
beast seized dilated
seized dilated mind
dilated mind grew
mind grew monstrous
grew monstrous demon
monstrous demon complete
demon complete possession
complete possession casting
possession casting milder
casting milder thoughts
milder thoughts setting
thoughts setting undivided
setting undivided empire
undivided empire phrase
empire phrase wrong
phrase wrong casting
wrong casting milder
casting milder thoughts
milder thoughts transforming
thoughts transforming Changing
transforming Changing scourges
Changing scourges Turning
scourges Turning water
Turning water blood
water blood love
blood love hate
love hate gentleness
hate gentleness blind
gentleness blind ferocity
blind ferocity image
ferocity image sorrowing
image sorrowing humbled
sorrowing humbled pleading
humbled pleading tenderness
pleading tenderness mercy
tenderness mercy resistless
mercy resistless power
resistless power left
power left mind
left mind staying
mind staying urged
staying urged door
urged door raised
door raised weapon
raised weapon shoulder
weapon shoulder fitted
shoulder fitted nerved
fitted nerved fingers
nerved fingers trigger
fingers trigger cried
trigger cried Kill
cried Kill bed
Kill bed reversed
bed reversed gun
reversed gun stock
gun stock door
stock door held
door held lifted
held lifted air
lifted air indistinct
air indistinct design
indistinct design thoughts
design thoughts calling
thoughts calling sake
calling sake window
sake window ---
window --- ---
--- --- struggling
--- struggling fire
struggling fire illuminated
fire illuminated whole
illuminated whole chimney
whole chimney glow
chimney glow light
glow light Cricket
light Cricket Hearth
Cricket Hearth began
Hearth began sound
began sound human
sound human voice
human voice artless
voice artless words
artless words love
words love Cricket
love Cricket trembling
Cricket trembling earnest
trembling earnest manner
earnest manner moment
manner moment pleasant
moment pleasant voice
pleasant voice ---
voice --- voice
--- voice making
voice making household
making household music
household music fireside
music fireside honest
fireside honest man
honest man ---
man --- thrilled
--- thrilled better
thrilled better nature
better nature awoke
nature awoke life
awoke life action
life action recoiled
action recoiled door
recoiled door man
door man walking
man walking sleep
walking sleep awakened
sleep awakened frightful
awakened frightful dream
frightful dream put
dream put gun
put gun Clasping
gun Clasping hands
Clasping hands face
hands face sat
face sat fire
sat fire found
fire found relief
found relief tears
relief tears Cricket
tears Cricket Hearth
Cricket Hearth came
Hearth came room
came room stood
room stood Fairy
stood Fairy shape
Fairy shape love
shape love said
love said Fairy
said Fairy Voice
Fairy Voice repeating
Voice repeating remembered
repeating remembered times
remembered times thoughts
times thoughts harmless
thoughts harmless music
harmless music said
music said cried
said cried Carrier
cried Carrier True
Carrier True happy
True happy home
happy home love
home love Cricket
love Cricket sake
Cricket sake Heaven
sake Heaven returned
Heaven returned Carrier
returned Carrier made
Carrier made happy
made happy ---
happy --- sweet-tempered
--- sweet-tempered domestic
sweet-tempered domestic joyful
domestic joyful busy
joyful busy light-hearted
busy light-hearted said
light-hearted said Voice
said Voice returned
Voice returned Carrier
returned Carrier Voice
Carrier Voice correcting
Voice correcting said
correcting said Carrier
said Carrier faltering
Carrier faltering tongue
faltering tongue resisted
tongue resisted control
resisted control way
control way Figure
way Figure attitude
Figure attitude invocation
attitude invocation raised
invocation raised hand
raised hand said
hand said hearth
said hearth ---
hearth --- ---
--- --- hearth
--- hearth interposed
hearth interposed Carrier
interposed Carrier hearth
Carrier hearth ---
hearth --- ---
--- --- blessed
--- blessed brightened
blessed brightened said
brightened said Cricket
said Cricket hearth
Cricket hearth stones
hearth stones bricks
stones bricks rusty
bricks rusty bars
rusty bars Altar
bars Altar Home
Altar Home petty
Home petty passion
petty passion selfishness
passion selfishness care
selfishness care offered
care offered homage
offered homage tranquil
homage tranquil mind
